country,country_code,year,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,wind_pct,solar_pct,other_renewables_pct,total_generation_twh,region,battery_storage_mwh,pumped_hydro_mwh
ECU,ECU,2009,2.06,5.43,16.33,0.0,69.74,0.86,1.24,4.34,16.88,South America,0.0,20.8
ECU,ECU,2010,1.98,5.82,15.87,0.0,70.04,1.04,1.33,3.92,17.57,South America,0.0,21.71
ECU,ECU,2011,1.84,5.33,16.22,0.0,69.69,1.16,1.4,4.36,18.28,South America,1.55,21.98
ECU,ECU,2012,1.45,5.23,15.83,0.0,70.08,1.37,1.67,4.37,19.11,South America,2.15,23.81
ECU,ECU,2013,1.51,5.52,16.25,0.0,69.48,1.35,1.6,4.29,19.83,South America,2.84,24.96
ECU,ECU,2014,1.21,5.19,16.16,0.0,70.34,1.01,1.82,4.27,20.86,South America,3.9,25.94
ECU,ECU,2015,0.88,5.39,15.66,0.0,69.71,1.26,2.29,4.81,21.73,South America,5.16,27.7
ECU,ECU,2016,0.62,5.12,15.65,0.0,69.88,1.6,2.32,4.81,22.93,South America,6.94,27.3
ECU,ECU,2017,0.96,5.39,15.48,0.0,70.57,1.12,2.02,4.46,23.91,South America,9.8,29.09
ECU,ECU,2018,0.74,5.12,15.47,0.0,69.87,1.53,2.49,4.78,24.8,South America,12.87,29.97
ECU,ECU,2019,0.78,5.08,15.23,0.0,70.34,1.43,2.39,4.75,26.06,South America,17.59,31.81
ECU,ECU,2020,0.54,5.25,15.27,0.0,69.78,1.7,2.52,4.94,27.27,South America,24.27,33.01
ECU,ECU,2021,0.16,5.18,14.9,0.0,70.21,1.72,2.87,4.96,28.26,South America,31.54,33.54
ECU,ECU,2022,0.42,5.15,15.34,0.0,69.56,1.55,3.05,4.93,29.28,South America,41.84,34.05
ECU,ECU,2023,0.1,5.18,15.08,0.0,69.85,1.96,2.82,5.01,30.53,South America,57.95,35.96
ECU,ECU,2024,0.0,5.42,14.73,0.0,69.95,1.97,2.76,5.17,31.93,South America,75.89,36.86
EGY,EGY,2000,3.67,10.03,79.46,0.0,5.86,0.96,0.02,0.0,126.22,Africa,0.0,75.69
EGY,EGY,2001,3.07,9.76,79.9,0.0,5.89,1.02,0.36,0.0,128.8,Africa,0.0,78.21
EGY,EGY,2002,2.84,10.06,79.55,0.0,5.81,1.18,0.56,0.0,132.5,Africa,0.0,82.59
EGY,EGY,2003,3.28,9.71,78.59,0.0,5.97,1.41,0.69,0.35,134.09,Africa,0.0,85.31
EGY,EGY,2004,2.6,9.87,79.05,0.0,6.03,1.61,0.6,0.24,137.26,Africa,0.0,90.23
EGY,EGY,2005,3.06,9.44,79.03,0.0,6.0,1.58,0.89,0.0,138.81,Africa,0.0,94.78
EGY,EGY,2006,2.73,9.53,78.99,0.0,6.26,1.5,0.99,0.0,144.14,Africa,0.0,97.04
EGY,EGY,2007,2.68,10.08,78.07,0.0,5.77,2.01,1.11,0.28,145.49,Africa,0.0,101.82
EGY,EGY,2008,2.45,9.62,78.79,0.0,5.99,2.29,0.86,0.0,149.44,Africa,0.0,104.45
EGY,EGY,2009,2.14,9.63,78.91,0.0,6.01,2.13,1.15,0.03,150.2,Africa,0.0,107.03
EGY,EGY,2010,1.77,9.55,78.22,0.0,5.96,2.67,1.36,0.47,155.92,Africa,0.0,108.51
EGY,EGY,2011,1.94,9.37,78.3,0.0,6.12,2.91,1.36,0.0,158.13,Africa,11.66,114.84
EGY,EGY,2012,1.76,9.69,77.32,0.0,5.98,3.29,1.75,0.21,161.21,Africa,15.61,119.24
EGY,EGY,2013,1.84,9.67,77.59,0.0,6.14,3.12,1.6,0.04,166.6,Africa,21.39,121.23
EGY,EGY,2014,1.46,9.5,77.78,0.0,6.09,3.3,1.87,0.0,169.12,Africa,28.22,123.2
EGY,EGY,2015,1.27,9.35,77.61,0.0,5.85,3.64,2.11,0.17,172.88,Africa,39.74,129.23
EGY,EGY,2016,1.32,9.28,77.8,0.0,5.74,3.61,2.1,0.15,176.47,Africa,50.29,136.63
EGY,EGY,2017,1.04,9.17,77.21,0.0,6.01,4.03,2.21,0.33,179.08,Africa,69.35,135.69
EGY,EGY,2018,1.01,9.66,76.96,0.0,5.91,3.69,2.6,0.17,185.5,Africa,93.56,143.36
EGY,EGY,2019,0.7,9.06,77.5,0.0,6.12,4.42,2.2,0.0,189.0,Africa,126.41,146.87
EGY,EGY,2020,0.95,8.97,76.85,0.0,6.09,4.42,2.48,0.24,192.77,Africa,170.22,148.89
EGY,EGY,2021,0.91,9.02,76.79,0.0,6.11,4.49,2.53,0.15,197.72,Africa,227.39,153.04
EGY,EGY,2022,0.48,9.06,76.82,0.0,6.08,4.5,2.97,0.09,200.25,Africa,315.57,157.44
EGY,EGY,2023,0.17,9.1,76.47,0.0,6.19,5.05,3.02,0.0,204.67,Africa,429.82,161.36
EGY,EGY,2024,0.02,9.22,76.6,0.0,5.81,5.14,3.21,0.0,213.38,Africa,584.46,156.38
ERI,ERI,2000,13.38,67.91,9.34,0.0,0.0,0.42,0.78,8.17,0.24,Africa,0.0,0.01
ERI,ERI,2001,12.99,67.63,9.07,0.0,0.02,0.51,1.4,8.38,0.25,Africa,0.0,0.01
ERI,ERI,2002,12.63,67.47,8.25,0.0,0.0,0.72,2.37,8.56,0.25,Africa,0.0,0.01
ERI,ERI,2003,11.73,67.29,8.25,0.0,0.0,1.1,2.77,8.86,0.26,Africa,0.0,0.01
ERI,ERI,2004,11.5,66.99,7.43,0.0,0.06,1.47,3.36,9.19,0.26,Africa,0.0,0.01
ERI,ERI,2005,10.66,66.78,7.31,0.0,0.28,1.28,4.12,9.57,0.27,Africa,0.0,0.02
ERI,ERI,2006,10.42,67.08,6.81,0.0,0.0,1.59,4.51,9.59,0.28,Africa,0.0,0.02
ERI,ERI,2007,9.71,66.39,6.56,0.0,0.27,2.06,5.17,9.84,0.28,Africa,0.0,0.02
ERI,ERI,2008,9.27,66.83,6.2,0.0,0.0,2.35,5.57,9.78,0.28,Africa,0.0,0.02
ERI,ERI,2009,8.56,66.61,5.92,0.0,0.08,2.19,6.08,10.56,0.29,Africa,0.0,0.02
ERI,ERI,2010,7.71,66.99,5.41,0.0,0.0,2.31,6.93,10.65,0.29,Africa,0.0,0.02
ERI,ERI,2011,7.25,66.51,4.9,0.0,0.13,2.76,7.2,11.25,0.31,Africa,0.02,0.02
ERI,ERI,2012,6.92,66.64,4.54,0.0,0.0,2.81,8.0,11.09,0.31,Africa,0.02,0.02
ERI,ERI,2013,6.06,66.6,4.03,0.0,0.0,2.77,8.76,11.78,0.32,Africa,0.03,0.02
ERI,ERI,2014,5.38,65.81,3.86,0.0,0.27,3.07,9.42,12.19,0.32,Africa,0.04,0.02
ERI,ERI,2015,5.06,66.06,3.45,0.0,0.3,2.98,9.8,12.35,0.33,Africa,0.06,0.02
ERI,ERI,2016,4.3,66.17,3.27,0.0,0.0,3.4,10.17,12.69,0.34,Africa,0.08,0.02
ERI,ERI,2017,3.71,66.21,2.64,0.0,0.0,3.65,10.65,13.14,0.35,Africa,0.11,0.02
ERI,ERI,2018,3.3,65.77,2.14,0.0,0.12,3.8,11.57,13.3,0.35,Africa,0.15,0.03
ERI,ERI,2019,2.72,65.57,1.98,0.0,0.11,3.78,12.26,13.58,0.36,Africa,0.2,0.03
ERI,ERI,2020,2.22,65.49,1.53,0.0,0.17,4.1,12.62,13.87,0.36,Africa,0.26,0.03
ERI,ERI,2021,2.0,64.66,1.36,0.0,0.0,4.63,13.27,14.08,0.38,Africa,0.35,0.03
ERI,ERI,2022,1.26,65.24,0.91,0.0,0.21,4.35,13.77,14.26,0.38,Africa,0.48,0.03
ERI,ERI,2023,0.66,64.86,0.6,0.0,0.16,4.71,14.59,14.42,0.39,Africa,0.65,0.03
ERI,ERI,2024,0.23,64.66,0.14,0.0,0.0,5.03,14.95,14.99,0.4,Africa,0.88,0.03
ESP,ESP,2000,23.06,7.43,34.68,19.74,8.04,2.46,1.85,2.74,159.29,Europe,0.0,137.99
ESP,ESP,2001,21.64,7.57,33.55,19.78,8.25,3.31,2.68,3.22,163.37,Europe,0.0,151.81
ESP,ESP,2002,21.09,7.33,33.57,19.98,7.79,4.34,3.21,2.69,166.56,Europe,0.0,165.35
ESP,ESP,2003,20.05,7.31,32.84,20.02,7.74,5.21,4.01,2.82,170.18,Europe,0.0,177.66
ESP,ESP,2004,19.23,6.83,32.2,19.88,8.11,6.11,4.72,2.92,175.76,Europe,0.0,191.78
ESP,ESP,2005,18.57,6.78,31.17,19.95,8.38,6.93,5.29,2.93,181.41,Europe,0.0,204.25
ESP,ESP,2006,17.73,6.23,30.72,19.83,8.0,8.1,6.18,3.21,184.29,Europe,0.0,218.75
ESP,ESP,2007,16.72,6.13,30.47,19.81,8.05,8.51,6.97,3.34,187.55,Europe,0.0,237.12
ESP,ESP,2008,15.63,5.79,29.75,20.22,8.17,9.48,7.54,3.42,190.99,Europe,0.0,247.25
ESP,ESP,2009,15.08,5.54,28.99,20.04,7.9,10.48,8.37,3.6,197.11,Europe,0.0,264.43
ESP,ESP,2010,14.36,5.24,28.33,19.84,7.91,11.53,9.2,3.59,199.58,Europe,0.0,277.0
ESP,ESP,2011,13.22,5.12,27.89,20.07,7.78,12.19,9.81,3.92,205.08,Europe,21.68,289.32
ESP,ESP,2012,12.66,4.77,27.28,19.66,7.89,13.11,10.62,4.01,211.56,Europe,28.78,313.27
ESP,ESP,2013,11.31,4.7,26.76,20.04,8.23,14.16,10.83,3.97,217.79,Europe,37.46,314.8
ESP,ESP,2014,10.43,4.36,26.36,20.21,7.84,15.08,12.08,3.64,222.3,Europe,52.17,340.59
ESP,ESP,2015,9.79,4.16,25.63,19.97,8.21,15.86,12.6,3.78,225.68,Europe,71.72,351.71
ESP,ESP,2016,9.09,3.82,24.75,20.13,8.37,16.51,13.39,3.94,234.6,Europe,98.27,366.23
ESP,ESP,2017,7.99,3.81,24.1,20.05,8.02,17.75,14.06,4.22,237.96,Europe,125.97,368.45
ESP,ESP,2018,6.92,3.3,23.76,20.13,8.17,18.49,14.95,4.28,240.84,Europe,171.69,384.77
ESP,ESP,2019,6.22,3.5,23.36,19.92,7.79,19.51,15.19,4.51,248.57,Europe,236.08,410.8
ESP,ESP,2020,5.33,2.79,22.34,20.55,7.86,20.45,16.14,4.54,255.27,Europe,328.61,419.96
ESP,ESP,2021,4.51,2.8,21.62,19.81,7.95,21.44,17.04,4.83,261.95,Europe,419.33,431.38
ESP,ESP,2022,3.76,2.63,21.08,20.05,7.92,21.98,17.93,4.65,267.87,Europe,574.91,439.53
ESP,ESP,2023,2.73,2.45,20.36,20.25,7.83,23.19,18.1,5.09,271.62,Europe,759.96,458.66
ESP,ESP,2024,1.84,2.43,20.01,19.95,7.64,23.8,19.18,5.15,277.35,Europe,1051.33,466.62
EST,EST,2000,31.32,4.73,31.32,0.0,0.02,6.75,0.0,25.86,3.72,Europe,0.0,0.19
EST,EST,2001,29.82,4.7,30.58,0.0,0.12,7.4,0.1,27.28,3.81,Europe,0.0,0.2
EST,EST,2002,28.61,4.07,29.56,0.0,0.14,8.94,0.37,28.31,3.95,Europe,0.0,0.22
EST,EST,2003,27.15,3.94,28.63,0.0,0.04,10.37,0.72,29.15,4.02,Europe,0.0,0.25
EST,EST,2004,26.18,3.57,27.81,0.0,0.0,11.53,0.67,30.24,4.16,Europe,0.0,0.27
EST,EST,2005,24.44,3.95,26.5,0.0,0.0,12.71,1.06,31.34,4.26,Europe,0.0,0.29
EST,EST,2006,23.34,3.53,25.86,0.0,0.0,13.67,0.89,32.71,4.42,Europe,0.0,0.31
EST,EST,2007,22.17,3.29,24.91,0.0,0.0,14.68,1.05,33.9,4.48,Europe,0.0,0.33
EST,EST,2008,20.81,3.19,24.14,0.0,0.0,15.96,1.24,34.66,4.6,Europe,0.0,0.35
EST,EST,2009,19.38,2.98,23.27,0.0,0.07,16.92,1.4,35.98,4.75,Europe,0.0,0.37
EST,EST,2010,18.23,2.82,22.74,0.0,0.0,18.19,0.91,37.11,4.88,Europe,0.0,0.39
EST,EST,2011,16.89,2.79,21.66,0.0,0.0,19.53,1.17,37.96,5.0,Europe,0.24,0.4
EST,EST,2012,15.56,1.96,20.81,0.0,0.08,20.63,1.47,39.49,5.11,Europe,0.31,0.42
EST,EST,2013,14.14,1.87,19.74,0.0,0.0,21.99,2.05,40.21,5.25,Europe,0.43,0.45
EST,EST,2014,13.02,2.21,18.86,0.0,0.17,23.1,1.34,41.3,5.39,Europe,0.58,0.48
EST,EST,2015,11.54,1.95,17.86,0.0,0.04,24.1,2.35,42.16,5.55,Europe,0.8,0.5
EST,EST,2016,10.18,1.4,17.0,0.0,0.0,25.7,2.0,43.72,5.72,Europe,1.08,0.51
EST,EST,2017,9.37,0.91,16.42,0.0,0.0,26.72,2.27,44.31,5.84,Europe,1.42,0.54
EST,EST,2018,7.79,1.35,15.28,0.0,0.23,27.86,2.55,44.94,5.99,Europe,1.86,0.55
EST,EST,2019,6.25,1.21,14.38,0.0,0.13,28.97,2.77,46.29,6.16,Europe,2.47,0.57
EST,EST,2020,5.26,0.96,13.99,0.0,0.0,30.36,2.06,47.37,6.3,Europe,3.45,0.58
EST,EST,2021,3.76,0.37,12.51,0.0,0.0,31.72,2.61,49.03,6.45,Europe,4.96,0.62
EST,EST,2022,2.43,0.35,11.69,0.0,0.2,32.76,2.88,49.69,6.57,Europe,6.51,0.63
EST,EST,2023,1.71,0.4,10.78,0.0,0.21,33.51,2.74,50.65,6.78,Europe,8.48,0.64
EST,EST,2024,0.24,0.0,9.95,0.0,0.0,34.71,3.23,51.87,6.97,Europe,11.77,0.67
ETH,ETH,2000,4.08,1.92,2.95,0.0,87.65,1.51,0.0,1.89,7.37,Africa,0.0,3.12
ETH,ETH,2001,3.81,2.08,2.4,0.0,88.04,1.57,0.07,2.03,7.61,Africa,0.0,3.7
ETH,ETH,2002,3.57,1.88,3.06,0.0,88.03,1.56,0.0,1.9,7.79,Africa,0.0,4.19
ETH,ETH,2003,3.86,2.0,2.5,0.0,87.89,1.65,0.06,2.04,8.17,Africa,0.0,4.55
ETH,ETH,2004,3.17,1.63,2.08,0.0,88.79,2.14,0.0,2.19,8.32,Africa,0.0,4.99
ETH,ETH,2005,3.31,1.48,2.17,0.0,88.24,2.59,0.08,2.13,8.64,Africa,0.0,5.65
ETH,ETH,2006,3.18,1.89,2.12,0.0,87.33,2.72,0.59,2.17,8.93,Africa,0.0,5.96
ETH,ETH,2007,2.85,1.78,2.04,0.0,87.95,2.87,0.44,2.07,9.25,Africa,0.0,6.55
ETH,ETH,2008,2.84,1.25,1.98,0.0,88.25,2.98,0.41,2.29,9.54,Africa,0.0,7.0
ETH,ETH,2009,2.45,1.65,2.11,0.0,88.05,3.28,0.42,2.04,9.9,Africa,0.0,7.35
ETH,ETH,2010,2.75,1.66,1.35,0.0,87.95,3.9,0.26,2.13,10.21,Africa,0.0,8.11
ETH,ETH,2011,1.9,1.58,1.86,0.0,87.57,4.43,0.54,2.12,10.51,Africa,1.04,8.17
ETH,ETH,2012,2.09,1.75,1.14,0.0,87.83,3.87,0.79,2.53,10.84,Africa,1.46,9.16
ETH,ETH,2013,2.22,1.47,1.39,0.0,87.57,4.38,0.62,2.35,11.21,Africa,1.92,9.3
ETH,ETH,2014,1.69,1.51,0.94,0.0,87.93,4.54,0.65,2.74,11.51,Africa,2.63,9.64
ETH,ETH,2015,1.72,1.55,0.92,0.0,88.05,4.68,0.67,2.41,11.95,Africa,3.55,10.22
ETH,ETH,2016,1.49,1.01,1.03,0.0,88.39,4.93,0.55,2.6,12.33,Africa,4.58,10.75
ETH,ETH,2017,1.04,1.28,1.12,0.0,87.6,5.26,0.8,2.9,12.85,Africa,6.56,11.29
ETH,ETH,2018,1.11,1.26,0.87,0.0,87.5,5.69,0.64,2.93,13.18,Africa,8.67,11.67
ETH,ETH,2019,0.78,0.87,0.58,0.0,88.32,6.0,0.8,2.65,13.62,Africa,11.46,12.09
ETH,ETH,2020,0.31,1.16,0.56,0.0,88.8,5.91,0.58,2.68,14.01,Africa,16.14,12.82
ETH,ETH,2021,0.17,1.2,0.11,0.0,88.43,6.34,1.0,2.75,14.54,Africa,21.49,13.07
ETH,ETH,2022,0.25,0.8,0.0,0.0,88.27,6.76,0.96,2.96,14.93,Africa,30.12,13.49
ETH,ETH,2023,0.47,1.01,0.0,0.0,87.75,6.93,1.0,2.84,15.44,Africa,38.19,14.22
ETH,ETH,2024,0.02,0.75,0.08,0.0,88.31,7.1,0.96,2.78,16.2,Africa,52.89,14.85
FIN,FIN,2000,17.53,2.57,13.83,32.97,19.86,2.96,0.0,10.28,33.23,Europe,0.0,14.64
FIN,FIN,2001,17.64,2.53,13.36,32.77,19.97,3.18,0.0,10.55,34.4,Europe,0.0,16.33
FIN,FIN,2002,16.88,2.33,12.86,33.0,19.96,4.05,0.42,10.5,35.54,Europe,0.0,17.5
FIN,FIN,2003,16.37,2.39,12.82,33.14,20.15,4.33,0.0,10.8,36.49,Europe,0.0,18.21
FIN,FIN,2004,15.64,1.97,12.5,33.24,19.77,5.16,0.29,11.43,37.7,Europe,0.0,20.31
FIN,FIN,2005,15.06,2.09,11.87,33.02,20.04,5.74,0.87,11.31,39.35,Europe,0.0,21.74
FIN,FIN,2006,14.66,2.4,11.58,32.92,19.73,6.43,0.66,11.62,40.18,Europe,0.0,22.5
FIN,FIN,2007,14.12,2.02,11.45,32.87,19.64,7.46,0.55,11.89,41.7,Europe,0.0,24.5
FIN,FIN,2008,13.69,1.45,10.78,33.47,20.29,7.72,0.54,12.06,43.24,Europe,0.0,25.93
FIN,FIN,2009,12.68,1.9,10.61,33.11,20.15,7.8,0.96,12.79,44.33,Europe,0.0,28.35
FIN,FIN,2010,12.23,1.75,10.14,32.78,20.18,9.03,0.96,12.93,45.97,Europe,0.0,28.74
FIN,FIN,2011,12.05,1.41,9.87,32.97,20.13,9.55,0.9,13.12,47.23,Europe,4.13,30.03
FIN,FIN,2012,11.57,1.09,9.34,32.8,20.15,10.22,1.1,13.73,49.37,Europe,5.78,31.59
FIN,FIN,2013,10.6,1.28,9.33,32.95,20.25,10.76,0.88,13.95,50.96,Europe,7.79,32.93
FIN,FIN,2014,10.21,1.33,8.62,32.96,19.73,11.66,1.46,14.03,52.04,Europe,10.24,34.35
FIN,FIN,2015,9.82,0.29,8.47,33.24,20.15,12.34,1.09,14.6,54.41,Europe,14.08,35.66
FIN,FIN,2016,9.12,1.25,8.1,32.93,19.82,12.96,1.23,14.59,55.56,Europe,18.18,37.45
FIN,FIN,2017,8.84,0.78,7.56,32.87,19.78,13.72,1.47,14.98,57.59,Europe,25.44,37.71
FIN,FIN,2018,8.5,0.43,7.26,33.42,19.7,13.98,1.25,15.46,59.32,Europe,33.84,39.77
FIN,FIN,2019,7.6,0.53,7.05,32.75,20.01,14.83,1.24,15.99,61.36,Europe,46.82,41.23
FIN,FIN,2020,6.99,0.6,6.73,33.13,20.01,15.33,1.49,15.72,63.1,Europe,61.75,42.06
FIN,FIN,2021,6.68,0.06,6.19,33.27,19.79,16.13,1.69,16.19,65.26,Europe,84.3,44.13
FIN,FIN,2022,5.55,0.0,5.73,33.26,20.32,16.79,2.16,16.19,67.55,Europe,117.82,46.12
FIN,FIN,2023,5.57,0.04,5.59,32.59,20.3,17.28,2.09,16.54,69.39,Europe,150.2,47.69
FIN,FIN,2024,4.97,0.0,4.98,33.12,20.02,18.24,2.03,16.64,71.84,Europe,210.39,48.64
FJI,FJI,2000,8.97,17.13,6.27,0.0,50.11,0.98,0.62,15.92,0.46,Oceania,0.0,0.24
FJI,FJI,2001,8.74,17.12,6.06,0.0,50.13,1.03,0.44,16.48,0.47,Oceania,0.0,0.26
FJI,FJI,2002,8.45,17.17,5.75,0.0,50.13,0.86,0.71,16.93,0.49,Oceania,0.0,0.28
FJI,FJI,2003,7.67,17.16,5.66,0.0,50.46,1.18,0.97,16.9,0.5,Oceania,0.0,0.3
FJI,FJI,2004,7.62,17.31,5.07,0.0,50.27,1.64,0.87,17.22,0.52,Oceania,0.0,0.32
FJI,FJI,2005,7.01,17.24,4.81,0.0,50.39,1.74,1.2,17.61,0.54,Oceania,0.0,0.34
FJI,FJI,2006,6.65,16.88,4.52,0.0,49.93,2.04,1.99,17.99,0.56,Oceania,0.0,0.35
FJI,FJI,2007,6.24,16.82,4.5,0.0,50.36,1.88,1.87,18.33,0.58,Oceania,0.0,0.37
FJI,FJI,2008,6.51,16.77,4.03,0.0,49.75,2.55,1.85,18.54,0.6,Oceania,0.0,0.39
FJI,FJI,2009,5.71,16.55,3.76,0.0,50.32,2.44,2.11,19.11,0.61,Oceania,0.0,0.41
FJI,FJI,2010,5.75,16.58,3.6,0.0,49.86,2.43,2.05,19.73,0.64,Oceania,0.0,0.42
FJI,FJI,2011,5.24,16.54,3.5,0.0,49.89,2.52,2.45,19.86,0.65,Oceania,0.07,0.45
FJI,FJI,2012,4.6,16.43,2.95,0.0,50.14,2.81,2.98,20.09,0.68,Oceania,0.09,0.48
FJI,FJI,2013,4.08,16.78,2.78,0.0,50.24,3.23,2.86,20.03,0.7,Oceania,0.12,0.48
FJI,FJI,2014,3.95,16.18,2.46,0.0,50.34,2.99,3.13,20.95,0.72,Oceania,0.16,0.51
FJI,FJI,2015,3.44,16.37,2.46,0.0,49.86,3.65,3.27,20.95,0.75,Oceania,0.21,0.52
FJI,FJI,2016,3.17,16.48,2.18,0.0,49.68,3.55,3.43,21.51,0.78,Oceania,0.3,0.54
FJI,FJI,2017,2.61,16.48,1.8,0.0,50.19,3.87,3.4,21.65,0.79,Oceania,0.4,0.57
FJI,FJI,2018,2.33,16.23,1.5,0.0,49.72,4.07,4.24,21.91,0.82,Oceania,0.55,0.58
FJI,FJI,2019,1.81,16.43,0.92,0.0,50.12,4.2,4.11,22.41,0.85,Oceania,0.71,0.6
FJI,FJI,2020,1.61,16.27,0.97,0.0,49.87,4.37,4.16,22.75,0.88,Oceania,0.96,0.62
FJI,FJI,2021,1.23,16.06,0.58,0.0,50.4,4.32,4.24,23.17,0.91,Oceania,1.31,0.64
FJI,FJI,2022,0.78,16.03,0.47,0.0,49.98,4.87,4.47,23.4,0.94,Oceania,1.69,0.64
FJI,FJI,2023,0.41,15.86,0.15,0.0,50.06,5.05,5.16,23.31,0.97,Oceania,2.48,0.68
FJI,FJI,2024,0.0,16.44,0.0,0.0,49.73,4.94,5.08,23.81,1.0,Oceania,3.26,0.68
FRA,FRA,2000,7.05,2.79,7.4,65.96,13.87,1.49,0.22,1.22,287.74,Europe,0.0,397.67
FRA,FRA,2001,7.05,2.55,6.7,66.41,14.06,1.42,0.35,1.46,294.29,Europe,0.0,416.19
FRA,FRA,2002,6.91,2.56,6.59,66.3,13.85,2.03,0.55,1.21,302.19,Europe,0.0,464.62
FRA,FRA,2003,6.52,2.64,6.62,66.54,13.62,1.92,0.68,1.46,308.91,Europe,0.0,478.9
FRA,FRA,2004,6.18,2.16,6.61,66.03,13.95,2.63,1.2,1.24,319.93,Europe,0.0,515.95
FRA,FRA,2005,5.65,2.48,6.64,66.59,13.96,2.67,0.69,1.32,327.97,Europe,0.0,532.68
FRA,FRA,2006,5.59,2.52,5.93,66.46,14.02,2.79,1.19,1.5,337.87,Europe,0.0,555.84
FRA,FRA,2007,5.39,2.31,6.28,66.09,13.84,3.03,1.35,1.71,348.13,Europe,0.0,582.67
FRA,FRA,2008,5.17,1.98,5.71,66.88,13.72,3.97,1.39,1.18,356.99,Europe,0.0,621.9
FRA,FRA,2009,4.94,2.03,6.05,66.37,13.6,3.67,1.72,1.62,363.37,Europe,0.0,643.62
FRA,FRA,2010,4.97,1.96,5.37,66.62,13.91,4.18,2.04,0.95,372.17,Europe,0.0,657.53
FRA,FRA,2011,4.49,2.05,5.6,65.94,13.79,4.88,1.65,1.6,383.11,Europe,43.5,700.81
FRA,FRA,2012,4.12,1.92,4.99,66.28,14.02,5.06,2.45,1.16,390.7,Europe,59.24,716.25
FRA,FRA,2013,4.19,1.55,5.09,66.29,14.02,5.28,2.26,1.32,401.89,Europe,79.7,757.55
FRA,FRA,2014,3.71,1.42,4.74,66.51,14.1,5.51,2.17,1.84,413.08,Europe,108.04,773.78
FRA,FRA,2015,3.29,1.6,4.56,66.39,13.98,5.99,2.6,1.59,427.41,Europe,143.12,804.08
FRA,FRA,2016,3.2,2.08,4.02,66.32,13.85,6.3,2.49,1.74,437.45,Europe,202.1,835.87
FRA,FRA,2017,3.1,1.46,4.22,66.04,13.71,6.7,2.8,1.97,446.61,Europe,262.59,853.98
FRA,FRA,2018,2.34,1.68,4.11,65.9,13.8,6.65,3.37,2.15,461.95,Europe,366.53,871.31
FRA,FRA,2019,2.32,1.44,3.94,66.42,13.78,7.2,3.09,1.81,469.07,Europe,489.72,892.81
FRA,FRA,2020,1.97,1.01,3.59,66.16,13.85,7.8,3.58,2.04,487.74,Europe,648.42,954.86
FRA,FRA,2021,1.71,1.14,3.3,66.96,13.81,8.15,3.12,1.81,492.86,Europe,893.63,959.91
FRA,FRA,2022,1.4,1.27,3.34,66.25,13.9,8.15,3.52,2.17,515.29,Europe,1168.75,989.58
FRA,FRA,2023,1.14,1.02,2.96,66.49,13.81,8.5,4.01,2.07,529.63,Europe,1571.29,1024.91
FRA,FRA,2024,1.05,0.99,2.64,65.91,14.14,8.88,4.26,2.13,536.22,Europe,2201.73,1036.16
GAB,GAB,2000,2.31,10.7,45.85,0.0,39.6,0.0,0.39,1.15,1.04,Africa,0.0,0.65
GAB,GAB,2001,1.71,10.77,46.43,0.0,39.8,0.0,0.44,0.85,1.11,Africa,0.0,0.75
GAB,GAB,2002,1.89,10.38,46.02,0.0,39.98,0.0,0.64,1.09,1.15,Africa,0.0,0.83
GAB,GAB,2003,1.62,10.55,45.74,0.0,39.76,0.09,0.83,1.41,1.2,Africa,0.0,0.91
GAB,GAB,2004,2.02,10.44,45.78,0.0,39.9,0.0,0.74,1.12,1.24,Africa,0.0,1.04
GAB,GAB,2005,1.66,10.27,46.14,0.0,39.71,0.28,0.75,1.19,1.31,Africa,0.0,1.16
GAB,GAB,2006,1.59,10.21,46.08,0.0,39.87,0.17,1.0,1.08,1.37,Africa,0.0,1.27
GAB,GAB,2007,1.07,10.4,45.97,0.0,39.91,0.09,0.95,1.61,1.41,Africa,0.0,1.35
GAB,GAB,2008,1.66,10.35,45.63,0.0,40.01,0.0,1.15,1.2,1.5,Africa,0.0,1.44
GAB,GAB,2009,1.04,10.1,45.88,0.0,40.17,0.14,1.1,1.57,1.55,Africa,0.0,1.54
GAB,GAB,2010,1.07,10.2,46.04,0.0,39.98,0.0,1.26,1.45,1.62,Africa,0.0,1.62
GAB,GAB,2011,0.68,10.41,46.04,0.0,40.15,0.05,1.27,1.4,1.71,Africa,0.24,1.69
GAB,GAB,2012,0.81,9.95,45.59,0.0,40.22,0.5,1.47,1.46,1.78,Africa,0.31,1.78
GAB,GAB,2013,0.98,9.96,45.6,0.0,39.7,0.34,1.75,1.67,1.85,Africa,0.44,1.93
GAB,GAB,2014,0.84,9.93,45.71,0.0,39.93,0.13,1.67,1.79,1.96,Africa,0.59,2.03
GAB,GAB,2015,0.57,10.08,45.34,0.0,39.92,0.0,2.15,1.94,1.99,Africa,0.77,2.08
GAB,GAB,2016,0.45,10.26,45.31,0.0,40.23,0.0,2.09,1.66,2.13,Africa,1.07,2.23
GAB,GAB,2017,0.71,9.89,45.01,0.0,40.01,0.05,2.45,1.88,2.22,Africa,1.43,2.32
GAB,GAB,2018,0.11,10.26,45.49,0.0,40.12,0.0,2.1,1.92,2.32,Africa,1.94,2.38
GAB,GAB,2019,0.61,10.22,45.41,0.0,39.52,0.0,2.21,2.03,2.41,Africa,2.62,2.51
